Modèle;date;type;feu_croisement;feu_route;eclairage_jour;feu_position;feu_antibrouillard;clignotant_avant_voiture;clignotant_arriere_voiture;feu_arriere;feu_stop;feu_plaque_immatriculation;eclairage_interieur;eclairage_coffre;
VANETTE CARGO Bus (HC 23);09/94->>;Standard;H4;H4;-;W5W;-;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
X-TRAIL I (T30);06/01-01/13;Halogen;H4;H4;-;W5W;H3/H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
;;Xenon;D2R;H1;-;W5W;H3/H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
X-TRAIL II (T31);03/07-11/13;avec phare simple4;H4;H4;-;W5W;H8;WY21W;W21W;W21/5W;W21/5W;W5W;-;-;
;;Bi-Xenon;D2S;D2S;-;W5W;H8;WY21W;W21W;W21/5W;W21/5W;W5W;-;-;
;;avec phare double6;H11;H1;-;W5W;H8;WY21W;WY21W;LED;LED;W5W;-;-;
;;Xenon;D2S;H1;-;W5W;H8;WY21W;WY21W;LED;LED;W5W;-;-;
X-TRAIL III (T32_, T32R, T32RR);10/13->>;Halogen;H11;62213;LED;LED;H11/H8;WY21W;WY21W;W5W/LED;W21W/ LED;W5W;**;**;
;;LED;LED;LED;LED;LED;H11/H8;WY21W;WY21W;W5W/LED;W21W/ LED;W5W;**;**;
*OPEL;;;;;;;;;;;;;;;
ADAM (M13);10/12->>;Standard;H7;H1;W21/5W;W21/5W;-;PY21W;**;W3W/LED;WY16W/ LED;W5W;W5W;-;
AGILA (A) (H00);09/00-12/07;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;6411;-;
AGILA (B) (H08);04/08->>;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
AMPERA (R12);11/11->>;Standard;HIR2;HIR2;**;**;-;WY21W;**;**;**;W5W;W5W;-;
AMPERA-E (F17);05/17->>;Halogen;**;**;LED;LED;-;WY21W;WY21W/ LED;W21W/ LED;W21W/ LED;W5W;-;-;
ANTARA A (L07);05/06->>;> 2010, Halogen;H7;H1;-;W5W;H8;P21W;P21W;P21/5W;P21/5W;W5W;-;6411;
;;> 2010, Bi-Xenon;D1S;D1S;-;W5W;H8;P21W;P21W;P21/5W;P21/5W;W5W;-;6411;
;;< 2011, Halogen;H7;H1;-;W5W;**;P21W;P21W;P21/5W;P21/5W;W5W;-;6411;
;;< 2011, Bi-Xenon;D1S;D1S;-;W5W;**;P21W;P21W;P21/5W;P21/5W;W5W;-;6411;
ARENA Van (TB, TF);03/98-08/01;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;C5W;R5W;**;
ARENA Combi (A97);03/98-08/01;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;C5W;R5W;-;
ASTRA H CLASSIC Estate (A04);12/06->>;Halogen;H7;H1;-;W5W;H3;H21W;P21W/ PY21W;P21W;P21W;W5W;W5W/**;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3;PY21W;P21W/ PY21W;P21W;P21W;W5W;W5W/**;6411;
"ASTRA H CLASSIC Hatch-
back (A04)";01/09->>;Halogen;H7;H1;-;W5W;H3;H21W;P21W/ PY21W;P21W;P21W;W5W;W5W/**;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3;PY21W;P21W/ PY21W;P21W;P21W;W5W;W5W/**;6411;
ASTRA H CLASSIC Saloon (A04);02/07->>;Halogen;H7;H1;-;W5W;H3;H21W;P21W/ PY21W;R5W;P21W;P21W;W5W/**;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3;PY21W;P21W/ PY21W;R5W;P21W;P21W;W5W/**;6411;
ASTRA F (T92);09/91-09/98;Standard;H4;H4;-;W5W;H1;P21W/ PY21W;P21W;P21/4W;P21W;R10W;6411;-;
ASTRA F CLASSIC Estate (T92);01/98-01/05;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/4W;P21W;W5W;-;-;
"ASTRA F CLASSIC Hatch-
back (T92)";01/98-08/02;Standard;H4;H4;-;W5W;H3;PY21W;P21W;R5W;P21W;R10W;6411;-;
ASTRA F CLASSIC Saloon (T92);01/98-08/02;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/4W;P21W;R10W;6411;-;
ASTRA F Convertible (T92);03/93-03/01;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W;P21/4W;P21W;R10W;6411;-;
ASTRA F Estate (T92);09/91-01/98;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W;P21/4W;P21W;C5W;6411;-;
ASTRA F Hatchback (T92);09/91-01/98;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W;R5W;P21W;R10W;6411;-;
ASTRA F Estate Van (T92);10/91-01/99;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W;P21/5W;P21/5W;C5W;6411;-;
ASTRA G Estate Van (F70);01/99-04/05;Halogen;H7;HB3;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;W5W;6411;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;W5W;6411;
ASTRA G Convertible (T98);03/01-10/05;Halogen;H7;HB3;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;-;-;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;-;-;
ASTRA G Coupe (T98);03/00-05/05;Halogen;H7;HB3;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;W5W;6411;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;W5W;6411;
ASTRA G Estate (T98);02/98-12/09;Halogen;H7;HB3;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;W5W;6411;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;W5W;6411;
ASTRA G Hatchback (T98);02/98-12/09;Halogen;H7;HB3;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;W5W;6411;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;W5W;6411;
ASTRA G Saloon (T98);09/98-12/09;Halogen;H7;HB3;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;W5W;6411;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;W5W;6411;
ASTRA H (A04);03/04-05/14;Halogen;H7;H1;-;W5W;H3/H11;H21W;P21W/ PY21W;P21W;P21W;C5W;6411/ W5W;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3/H11;PY21W;P21W/ PY21W;P21W;P21W;C5W;6411/ W5W;6411;
ASTRA H Estate Van (L70);02/04-10/10;Halogen;H7;H1;-;W5W;H3;PY21W;WY16W;W5W;P21W;W5W;-;-;
;;Bi-Xenon;D2S;H7;-;W5W;H3;H21W;WY16W;W5W;P21W;W5W;-;-;
ASTRA H Estate (A04);08/04-05/14;Halogen;H7;H1;-;W5W;H3/H11;H21W;P21W/ PY21W;P21W;P21W;C5W;6411/ W5W;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3/H11;PY21W;P21W/ PY21W;P21W;P21W;C5W;6411/ W5W;6411;
ASTRA H GTC (A04);03/05-10/10;Halogen;H7;H1;-;W5W;H3/H11;H21W;P21W/ PY21W;P21W;P21W;**;6411/ W5W;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3/H11;PY21W;P21W/ PY21W;P21W;P21W;**;6411/ W5W;6411;
ASTRA H Saloon (A04);02/07-05/14;Halogen;H7;H1;-;W5W;H3/H11;H21W;P21W/ PY21W;P21W;P21W;W5W;6411/ W5W;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3/H11;PY21W;P21W/ PY21W;P21W;P21W;W5W;6411/ W5W;6411;
ASTRA H TwinTop (A04);09/05-10/10;Halogen;H7;H1;-;W5W;H3/H11;H21W;P21W/ PY21W;P21W;P21W;W5W;6411/ W5W;6411;
;;Bi-Xenon;D2S;H7;-;W5W;H3/H11;PY21W;P21W/ PY21W;P21W;P21W;W5W;6411/ W5W;6411;
ASTRA J (P10);12/09->>;Halogen;H7;H7;W21/5W;W21/5W;H10/H11;**;WY16W;W5W;WY16W;W5W;W5W;-;
;;Bi-Xenon;D1S;D1S;LED;LED;H10/H11;**;WY16W;W5W;WY16W;W5W;W5W;-;
;;"""OPC"", Bi-Xenon";D1S;D1S;LED;LED;-;PY21W;WY16W;W5W;WY16W;W5W;W5W;-;
ASTRA J GTC;10/11->>;Halogen;HIR2;HIR2;W21/5W;W21/5W;H10;PY21W;WY21W;W5W/LED;P21W/ LED;W5W;W5W;**;
;;Bi-Xenon;D1S;D1S;LED;LED;H10;PY21W;WY21W;W5W/LED;P21W/ LED;W5W;W5W;**;
ASTRA J Estate Van (P10);09/09-10/15;Halogen;H7;H7;W21/5W;W21/5W;H10/H11;**;P21W;W5W;P21W;W5W;W5W;W5W;
;;Bi-Xenon;D1S;D1S;LED;LED;H10/H11;**;P21W;W5W;P21W;W5W;W5W;W5W;
ASTRA J Saloon;06/12->>;Halogen;H7;H7;W21/5W;W21/5W;H11;PY21W;PY21W;W5W;W21W;W5W;W5W;W5W;
;;Bi-Xenon;D1S;D1S;LED;LED;H11;PY21W;PY21W;W5W;W21W;W5W;W5W;W5W;
ASTRA J Sports Tourer (P10);10/10->>;Halogen;H7;H7;W21/5W;W21/5W;H10/H11;**;WY16W;W5W;P21W;W5W;W5W;-;
;;Bi-Xenon;D1S;D1S;LED;LED;H10/H11;**;WY16W;W5W;P21W;W5W;W5W;-;
;;"""OPC"", Bi-Xenon";D1S;D1S;LED;LED;-;PY21W;WY16W;W5W;P21W;W5W;W5W;-;
ASTRA K (B16);06/15->>;Halogen;H7;H1;LED;LED;**;LED;WY16W;W3W/LED;P21W/ LED;W5W;W5W/ W3W;W5W;
;;LED;LED;LED;LED;LED;**;LED;WY16W;W3W/LED;P21W/ LED;W5W;W5W/ W3W;W5W;
ASTRA K Sports Tourer (B16);11/15->>;Halogen;H7;H1;LED;LED;**;LED;P21W;W5W/LED;P21W/ LED;W5W;W5W/ W3W;W5W;
;;LED;LED;LED;LED;LED;**;LED;P21W;W5W/LED;P21W/ LED;W5W;W5W/ W3W;W5W;
ASTRA L;10/21->>;Standard;LED;LED;LED;LED;LED;LED;LED;LED;LED;W5W;LED;LED;
ASTRA L Sports Tourer;10/21->>;Standard;LED;LED;LED;LED;LED;LED;LED;LED;LED;W5W;LED;LED;
CALIBRA A (C89);06/90-07/97;Standard;H1;H1;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;C5W;6411;-;
CAMPO (TF0, TF1);08/87->>;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;6411/**;-;
CASCADA (W13);03/13->>;Halogen;HIR2;HIR2;W21/5W;W21/5W;H11;PY21W;PY21W;LED;LED;W5W;W5W;**;
;;Bi-Xenon;D1S;D1S;LED;LED;H11;PY21W;PY21W;LED;LED;W5W;W5W;**;
COMBO Box Body/MPV (71_);07/94-10/01;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;T4W;6411;6411;
COMBO Box Body/MPV;10/01->>;> 2004;H7;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;C5W;P21W;-;
;;< 2005;H7;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;C5W;P21W;-;
COMBO E Tour / Life (K9);06/18->>;Halogen;H7;H1;W21/5W/ LED;W21/5W/ LED;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
COMBO Box Body/MPV (X12);02/12->>;Halogen;H7;H1;P21W;W5W;H1;PY21W;PY21W;P21/4W;P21W;W5W;6411;W5W;
COMBO Platform/Chassis (X12);08/12->>;Standard;H7;H1;P21W;W5W;H1;PY21W;PY21W;R5W;P21W;R5W;6411;-;
COMBO Tour;10/01->>;> 2004;H7;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;C5W;P21W;-;
;;< 2005;H7;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;C5W;P21W;-;
COMBO Tour (X12);02/12->>;Halogen;H7;H1;P21W;W5W;H1;PY21W;PY21W;P21/4W;P21W;W5W;6411;W5W;
CORSA B (S93);03/93-12/02;Standard;H4;H4;-;W5W;H3;P21W;P21W;R5W;P21W;R10W;6411;6411;
CORSA B Box (S93);08/99-09/00;Standard;H4;H4;-;W5W;-;P21W;P21W;R5W;P21W;R10W;C5W;6411;
CORSA B Estate (S93);01/99->>;Standard;H4;H4;-;W5W;H3;P21W;P21W;R5W;P21W;**;6411;6411;
CORSA C (X01);09/00-12/09;avec phare ellipsoïdal10;H7;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Constructeur23 VALEO, Halogen;H7;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Constructeur23  BOSCH, Halogen;H7;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Xenon;D2S;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
CORSA C Box (X01);09/00->>;avec phare ellipsoïdal10;H7;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Constructeur23 VALEO, Halogen;H7;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Constructeur23  BOSCH, Halogen;H7;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Xenon;D2S;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
CORSA D (S07);07/06->>;> 2010;H7;H1;-;W5W;H3/H10;PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;**;6411;
;;< 2011, avec éclairage adaptatif1;H9B;H9B;W21/5W;W21/5W;H3/H10;PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;**;6411;
;;< 2011, sans éclairage adaptatif2;H7;H1;W21/5W;W21/5W;H3/H10;PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;**;6411;
CORSA D Van (S07);07/06->>;> 2010;H7;H1;-;W5W;H3/H10;PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;-;-;
;;< 2011, sans éclairage adaptatif2;H7;H1;W21/5W;W21/5W;H3/H10;PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;-;-;
;;< 2011, avec éclairage adaptatif1;H9B;H9B;W21/5W;W21/5W;H3/H10;PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;-;-;
CORSA E (X15);09/14->>;Halogen;H7;H7;W21/5W;W21/5W;H10;**;PY21W;P21W/ LED;P21W/ LED;W5W;6411;**;
;;Bi-Xenon;D5S;D5S;LED;LED;H10;**;PY21W;P21W/ LED;P21W/ LED;W5W;6411;**;
;;Halogen, avec technologie LED9;H7;H7;LED;LED;H10;**;PY21W;P21W/ LED;P21W/ LED;W5W;6411;**;
CORSA E Hatchback Van (X15);09/14->>;Halogen;H7;H7;W21/5W;W21/5W;H10;**;PY21W;P21W/ LED;P21W/ LED;W5W;6411;**;
;;Bi-Xenon;D5S;D5S;LED;LED;H10;**;PY21W;P21W/ LED;P21W/ LED;W5W;6411;**;
;;Halogen, avec technologie LED9;H7;H7;LED;LED;H10;**;PY21W;P21W/ LED;P21W/ LED;W5W;6411;**;
CORSA F;07/19->>;Halogen;H7;H15;H15;H15;LED;**;PY21W/ LED;P21/5W/ LED;P21/5W/ LED;LED;**;W5W;
;;LED;LED;LED;LED;LED;LED;LED;PY21W/ LED;P21/5W/ LED;P21/5W/ LED;LED;**;W5W;
CROSSLAND X / CROSS- LAND (P17, P2QO);03/17->>;Halogen;H7;H7;LED;LED;H10;**;"WY21W/
**";W5W/LED;P21/5W/ LED;LED;W5W;-;
;;LED;LED;LED;LED;LED;H10;LED;"WY21W/
**";W5W/LED;P21/5W/ LED;LED;W5W;-;
FRONTERA A (U92);03/92-10/98;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
FRONTERA A Sport (U92);03/92-10/98;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
FRONTERA B (U99);10/98->>;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;**;-;
GRANDLAND X (A18);06/17->>;Halogen;H7;H7;LED;LED;H11;LED;WY16W;P21W;P21W;W5W;-;-;
;;LED;LED;LED;LED;LED;H11;LED;WY16W;P21W;P21W;W5W;-;-;
GRANDLAND X Van;06/17->>;Halogen;H7;H7;LED;LED;H11;LED;WY16W;P21W;P21W;W5W;-;-;
;;LED;LED;LED;LED;LED;H11;LED;WY16W;P21W;P21W;W5W;-;-;
GT Convertible (M07);06/07->>;Standard;H11;H9;-;"P27/7W/
**";H11;"P27/7W/
**";**;P27/7W;P27/7W;**;-;-;
INSIGNIA A (G09);07/08->>;> 2013, Halogen;H7;H1;W21/5W;W21/5W;H10;PY21W;PY21W;R10W;**;W5W;W5W;6411;
;;< 2014, Halogen;HIR2;HIR2;W21/5W/ LED;W21/5W/ LED;H10;PY21W;W21W;LED;LED;W5W;W5W;6411;
;;> 2013, Bi-Xenon;D1S;D1S;LED;LED;H10;PY21W;PY21W;R10W;**;W5W;W5W;6411;
;;< 2014, Bi-Xenon;D3S;D3S;LED;LED;H10;**;W21W;LED;LED;W5W;W5W;6411;
INSIGNIA A Country Tourer (G09);07/08-03/17;Halogen;HIR2;HIR2;W21/5W/ LED;W21/5W/ LED;H10;PY21W;W21W;LED;LED;W5W;W5W;6411;
;;Bi-Xenon;D3S;D3S;LED;LED;H10;**;W21W;LED;LED;W5W;W5W;6411;
INSIGNIA A Saloon (G09);07/08->>;> 2013, Halogen;H7;H1;W21/5W;W21/5W;H10;PY21W;PY21W;R10W;**;W5W;W5W;6411;
;;< 2014, Halogen;HIR2;HIR2;W21/5W/ LED;W21/5W/ LED;H10;PY21W;W21W;LED;LED;W5W;W5W;6411;
;;> 2013, Bi-Xenon;D1S;D1S;LED;LED;H10;PY21W;PY21W;R10W;**;W5W;W5W;6411;
;;< 2014, Bi-Xenon;D3S;D3S;LED;LED;H10;**;W21W;LED;LED;W5W;W5W;6411;
INSIGNIA A Sports Tourer (G09);07/08->>;> 2013, Halogen;H7;H1;W21/5W;W21/5W;H10;PY21W;PY21W;W5W;P21W;W5W;W5W;6411;
;;< 2014, Halogen;HIR2;HIR2;W21/5W/ LED;W21/5W/ LED;H10;PY21W;W21W;LED;LED;W5W;W5W;6411;
;;> 2013, Bi-Xenon;D1S;D1S;LED;LED;H10;PY21W;PY21W;W5W;P21W;W5W;W5W;6411;
;;< 2014, Bi-Xenon;D3S;D3S;LED;LED;H10;**;W21W;LED;LED;W5W;W5W;6411;
INSIGNIA B Country Tourer (Z18);06/17->>;Halogen;H7;H7;LED;LED;H8;LED;PY21W;LED;LED;LED;**;W5W;
;;LED;LED;LED;LED;LED;H8;LED;PY21W;LED;LED;LED;**;W5W;
INSIGNIA B Grand Sport (Z18);03/17->>;Halogen;H7;H7;LED;LED;H8;LED;**;LED;LED;LED;**;**;
;;LED;LED;LED;LED;LED;H8;LED;**;LED;LED;LED;**;**;
INSIGNIA B Sports Tourer (Z18);03/17->>;Halogen;H7;H7;LED;LED;H8;LED;**;LED;LED;LED;**;**;
;;LED;LED;LED;LED;LED;H8;LED;**;LED;LED;LED;**;**;
KADETT E (T85);09/84-12/93;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R10W;6411;-;
KADETT E Combo (T85);01/86-07/94;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;T4W;6411;-;
KADETT E Hatchback (T85);09/84-08/91;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R10W;6411;-;
KARL (C16);01/15->>;Halogen;H4;H4;W21/5W/ LED;W21/5W/ LED;H8/ PSX24W;PY21W;PY21W;W5W;P21W;W5W;W5W;W5W;
MERIVA A MPV (X03);05/03-05/10;Halogen;H7;H1;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411;-;
;;Xenon;D1S;H7;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411;-;
MERIVA B MPV (S10);06/10->>;Standard;H7;H1;W21/5W;W21/5W;H10;PY21W;WY16W;R5W;WY16W;W5W;**;-;
MOKKA;06/20->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
MOKKA / MOKKA X (J13);06/12->>;Halogen;H7;HB3;W21/5W/ LED;W21/5W/ LED;H11/H8;WY21W/ LED;WY21W;W21/5W/ LED;W21/5W/ LED;W5W;W5W/**;-;
;;Bi-Xenon;D3S;D3S;LED;LED;H11/H8;LED;WY21W;W21/5W/ LED;W21/5W/ LED;W5W;W5W/**;-;
;;LED;LED;LED;LED;LED;-;LED;WY21W;W21/5W/ LED;W21/5W/ LED;W5W;W5W/**;-;
MONTEREY A (M92);09/91-07/98;Standard;H4;H4;-;R5W;H3;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
MONTEREY B (M98);07/98-08/99;Standard;H4;H4;-;R5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
MOVANO B Bus (X62);12/10->>;Standard;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
MOVANO B Box (X62);05/10->>;Halogen;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
MOVANO B Platform/ Chassis (X62);05/10->>;Standard;H7;H1;-;W5W;H11;PY21W;P21W;R10W;P21W;R10W;6411;-;
MOVANO A Van (X70);01/99->>;Standard;H4;H4;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;C5W;C5W;-;
MOVANO C Van (U9);12/21->>;Standard;H11;H11;W21/5W;W21/5W;H1;WY21W;PY21W;P21/5W;P21W;R5WULT;W5W;-;
MOVANO C Platform/ Chassis (U9);12/21->>;Standard;H11;H11;W21/5W;W21/5W;H1;WY21W;P21W;R10W;P21W;R5WULT;W5W;-;
MOVANO A Bus (X70);07/98->>;Standard;H4;H4;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;C5W;C5W;-;
MOVANO Dump Truck (X70);01/99->>;Standard;H4;H4;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;C5W;C5W;-;
MOVANO A Platform/ Chassis (X70);07/98->>;Standard;H4;H4;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;C5W;C5W;-;
OMEGA A (V87);09/86-05/94;Standard;H4;H4;-;W5W;H3;P21W;P21W;R5W;P21W;C5W;6411;6411;
OMEGA A Estate (V87);09/86-05/94;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/4W;P21W;C5W;6411;6411;
OMEGA B (V94);03/94-07/03;> 1997/08, Halogen;H1;H1;-;W5W;H1;PY21W;PY21W;R5W;P21/5W;R10W;6411/ C5W;6411;
;;< 1997/09, Halogen;H1;H7;-;W5W;H1;PY21W;PY21W;R5W;P21/5W;R10W;6411/ C5W;6411;
;;< 1999/09, Halogen;H1;H7;-;W5W;HB4;PY21W;PY21W;R5W;P21/5W;R10W;6411/ C5W;6411;
;;> 1999/08, Xenon;D2S;H7;-;W5W;H1;PY21W;PY21W;R5W;P21/5W;R10W;6411/ C5W;6411;
;;< 1999/09, Xenon;D2S;H7;-;W5W;HB4;PY21W;PY21W;R5W;P21/5W;R10W;6411/ C5W;6411;
OMEGA B Estate (V94);03/94-07/03;> 1997/08, Halogen;H1;H1;-;W5W;H1;PY21W;PY21W;P21/4W;P21W;C5W;6411/ C5W;6411;
;;< 1997/09, Halogen;H1;H7;-;W5W;H1;PY21W;PY21W;P21/4W;P21W;C5W;6411/ C5W;6411;
;;< 1999/09, Halogen;H1;H7;-;W5W;HB4;PY21W;PY21W;P21/4W;P21W;C5W;6411/ C5W;6411;
;;> 1999/08, Xenon;D2S;H7;-;W5W;H1;PY21W;PY21W;P21/4W;P21W;C5W;6411/ C5W;6411;
;;< 1999/09, Xenon;D2S;H7;-;W5W;HB4;PY21W;PY21W;P21/4W;P21W;C5W;6411/ C5W;6411;
ROCKS-E;10/21->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;-;-;
SENATOR B (V88);09/87-09/93;Standard;H4;H4;-;W5W;H3;P21W;P21W;R5W;P21/5W;R10W;6411;-;
SIGNUM Hatchback (Z03);05/03->>;> 2005, Halogen;H7;H7;-;W5W;H3;PY21W;PY21W;P21W;P21W;**;W5W;-;
;;> 2005, Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;P21W;P21W;**;W5W;-;
;;> 2005, Bi-Xenon;D2S;D2S;-;**;H3;**;PY21W;P21W;P21W;**;W5W;-;
;;< 2006, Halogen;H7;H1;-;W5W;H3;PY21W;PY21W;P21W;P21W;**;W5W;-;
;;< 2006, Xenon;D1S;H1;-;W5W;H3;PY21W;PY21W;P21W;P21W;**;W5W;-;
;;< 2006, Bi-Xenon;D1S;D1S;-;**;H3;**;PY21W;P21W;P21W;**;W5W;-;
SINTRA (APV);11/96-04/99;Standard;H4;H4;-;W5W;H1;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;**;
SPEEDSTER (E01);09/00->>;Standard;H1;H7;-;T4W;H1;PY21W;PY21W;P21/5W;P21/5W;C5W;**;-;
TIGRA (S93);07/94-12/00;Standard;H1;H1;-;W5W;H1;PY21W;PY21W;P21/5W;P21/5W;R10W;6411;6411;
TIGRA TwinTop (X04);06/04->>;Standard;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;6411;
VECTRA A (J89);08/88-11/95;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/4W;P21W;R10W;**;6411;
VECTRA B (J96);09/95-04/02;Halogen;H7;H1/H7;-;W5W;H3;PY21W;PY21W;R5W;P21W;R10W/ C5W;6411;6411;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;R5W;P21W;R10W/ C5W;6411;6411;
VECTRA B Estate (J96);11/96-07/03;Halogen;H7;H1/H7;-;W5W;H3;PY21W;PY21W;P21/4W;P21W;C5W;6411;6411;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;P21/4W;P21W;C5W;6411;6411;
VECTRA B Hatchback (J96);10/95-07/03;Halogen;H7;H7/H1;-;W5W;H3/H11;PY21W;PY21W;P21W;P21W;R10W/ C5W;6411;6411;
;;Xenon;D2S;H7;-;W5W;H3/H11;PY21W;PY21W;P21W;P21W;R10W/ C5W;6411;6411;
VECTRA C (Z02);04/02->>;> 2005, Halogen;H7;H7;-;W5W;H3/H11;PY21W;PY21W;P21W;P21W;W5W;W5W;6411;
;;> 2005, Xenon;D2S;H7;-;W5W;H3/H11;PY21W;PY21W;P21W;P21W;W5W;W5W;6411;
;;> 2005, Bi-Xenon;D2S;D2S;-;**;H3/H11;**;PY21W;P21W;P21W;W5W;W5W;6411;
;;< 2006, Halogen;H7;H1;-;W5W;H3/H11;PY21W;PY21W;P21W;P21W;W5W;W5W;6411;
;;< 2006, Xenon;D1S;H1;-;W5W;H3/H11;PY21W;PY21W;P21W;P21W;W5W;W5W;6411;
;;< 2006, Bi-Xenon;D1S;D1S;-;**;H3/H11;**;PY21W;P21W;P21W;W5W;W5W;6411;
VECTRA C Estate (Z02);10/03->>;> 2005, Halogen;H7;H7;-;W5W;H3/H11;PY21W;PY21W;P21W;P21W;**;W5W;6411;
